GID_1,poverty_range,poverty_rate
GHA.2.1_1,GSAP2_poor,13.83
GHA.2.2_1,GSAP2_po_1,24.87666667
GHA.2.2_1,GSAP2_po_2,54.97666667
GHA.2.2_1,GSAP2_poor,7.063333333
GHA.2.3_1,GSAP2_po_1,24.69
GHA.2.3_1,GSAP2_po_2,54.505
GHA.2.3_1,GSAP2_poor,8.635
GHA.2.4_1,GSAP2_po_1,24.69
GHA.2.4_1,GSAP2_po_2,54.505
GHA.2.4_1,GSAP2_poor,8.635
GHA.2.5_1,GSAP2_po_1,34.42
GHA.2.5_1,GSAP2_po_2,66.89
GHA.2.5_1,GSAP2_poor,13.83
GHA.2.6_1,GSAP2_po_1,43.08
GHA.2.6_1,GSAP2_po_2,73.07
GHA.2.6_1,GSAP2_poor,17.37
GHA.2.7_1,GSAP2_po_1,47.875
GHA.2.7_1,GSAP2_po_2,77.795
GHA.2.7_1,GSAP2_poor,21.505
GHA.2.8_1,GSAP2_po_1,47.875
GHA.2.8_1,GSAP2_po_2,77.795
GHA.2.8_1,GSAP2_poor,21.505
GHA.2.9_1,GSAP2_po_1,50.03
GHA.2.9_1,GSAP2_po_2,75.9
GHA.2.9_1,GSAP2_poor,26.645
GHA.3.10_1,GSAP2_po_1,22.3
GHA.3.10_1,GSAP2_po_2,54.405
GHA.3.10_1,GSAP2_poor,4.43
GHA.3.11_1,GSAP2_po_1,22.3
GHA.3.11_1,GSAP2_po_2,54.405
GHA.3.11_1,GSAP2_poor,4.43
GHA.3.12_1,GSAP2_po_1,19.35
GHA.3.12_1,GSAP2_po_2,52.89
GHA.3.12_1,GSAP2_poor,4.94
GHA.3.13_1,GSAP2_po_1,19.85333333
GHA.3.13_1,GSAP2_po_2,50.31
GHA.3.13_1,GSAP2_poor,4.1
GHA.3.1_1,GSAP2_po_1,19.35
GHA.3.1_1,GSAP2_po_2,52.89
GHA.3.1_1,GSAP2_poor,4.94
GHA.3.2_1,GSAP2_po_1,18.735
GHA.3.2_1,GSAP2_po_2,52.655
GHA.3.2_1,GSAP2_poor,4.745
GHA.3.3_1,GSAP2_po_1,19.35
GHA.3.3_1,GSAP2_po_2,52.89
GHA.3.3_1,GSAP2_poor,4.94
GHA.3.4_1,GSAP2_po_1,18.735
GHA.3.4_1,GSAP2_po_2,52.655
GHA.3.4_1,GSAP2_poor,4.745
GHA.3.5_1,GSAP2_po_1,17.47666667
GHA.3.5_1,GSAP2_po_2,49.14333333
GHA.3.5_1,GSAP2_poor,4.31
GHA.3.6_1,GSAP2_po_1,19.35
GHA.3.6_1,GSAP2_po_2,52.89
GHA.3.6_1,GSAP2_poor,4.94
GHA.3.7_1,GSAP2_po_1,13.48
GHA.3.7_1,GSAP2_po_2,39.06333333
GHA.3.7_1,GSAP2_poor,3.163333333
GHA.3.8_1,GSAP2_po_1,19.35
GHA.3.8_1,GSAP2_po_2,52.89
GHA.3.8_1,GSAP2_poor,4.94
GHA.3.9_1,GSAP2_po_1,19.35
GHA.3.9_1,GSAP2_po_2,52.89
GHA.3.9_1,GSAP2_poor,4.94
GHA.4.10_1,GSAP2_po_1,18.12
GHA.4.10_1,GSAP2_po_2,52.42
GHA.4.10_1,GSAP2_poor,4.55
GHA.4.11_1,GSAP2_po_1,16.54
GHA.4.11_1,GSAP2_po_2,47.27
GHA.4.11_1,GSAP2_poor,3.995
GHA.4.12_1,GSAP2_po_1,18.12
GHA.4.12_1,GSAP2_po_2,52.42
GHA.4.12_1,GSAP2_poor,4.55
GHA.4.13_1,GSAP2_po_1,18.12
GHA.4.13_1,GSAP2_po_2,52.42
GHA.4.13_1,GSAP2_poor,4.55
GHA.4.14_1,GSAP2_po_1,18.12
GHA.4.14_1,GSAP2_po_2,52.42
GHA.4.14_1,GSAP2_poor,4.55
GHA.4.15_1,GSAP2_po_1,18.12
GHA.4.15_1,GSAP2_po_2,52.42
GHA.4.15_1,GSAP2_poor,4.55
GHA.4.16_1,GSAP2_po_1,13.48
GHA.4.16_1,GSAP2_po_2,39.06333333
GHA.4.16_1,GSAP2_poor,3.163333333
GHA.4.17_1,GSAP2_po_1,18.12
GHA.4.17_1,GSAP2_po_2,52.42
GHA.4.17_1,GSAP2_poor,4.55
GHA.4.1_1,GSAP2_po_1,27.7575
GHA.4.1_1,GSAP2_po_2,58.9875
GHA.4.1_1,GSAP2_poor,9.585
GHA.4.2_1,GSAP2_po_1,10.545
GHA.4.2_1,GSAP2_po_2,32.15
GHA.4.2_1,GSAP2_poor,2.275
GHA.4.3_1,GSAP2_po_1,10.545
GHA.4.3_1,GSAP2_po_2,32.15
GHA.4.3_1,GSAP2_poor,2.275
GHA.4.4_1,GSAP2_po_1,30.825
GHA.4.4_1,GSAP2_po_2,63.47
GHA.4.4_1,GSAP2_poor,10.535
GHA.4.5_1,GSAP2_po_1,18.12
GHA.4.5_1,GSAP2_po_2,52.42
GHA.4.5_1,GSAP2_poor,4.55
GHA.4.6_1,GSAP2_po_1,16.54
GHA.4.6_1,GSAP2_po_2,47.27
GHA.4.6_1,GSAP2_poor,3.995
GHA.4.7_1,GSAP2_po_1,17.47666667
GHA.4.7_1,GSAP2_po_2,49.14333333
GHA.4.7_1,GSAP2_poor,4.31
GHA.4.8_1,GSAP2_po_1,18.12
GHA.4.8_1,GSAP2_po_2,52.42
GHA.4.8_1,GSAP2_poor,4.55
GHA.4.9_1,GSAP2_po_1,18.12
GHA.4.9_1,GSAP2_po_2,52.42
GHA.4.9_1,GSAP2_poor,4.55
GHA.5.1_1,GSAP2_po_1,2.97
GHA.5.1_1,GSAP2_po_2,11.88
GHA.5.1_1,GSAP2_poor,0
GHA.5.2_1,GSAP2_po_1,10.545
GHA.5.2_1,GSAP2_po_2,32.15
GHA.5.2_1,GSAP2_poor,2.275
GHA.5.3_1,GSAP2_po_1,23.25
GHA.5.3_1,GSAP2_po_2,43.2
GHA.5.3_1,GSAP2_poor,8.26
GHA.5.4_1,GSAP2_po_1,10.545
GHA.5.4_1,GSAP2_po_2,32.15
GHA.5.4_1,GSAP2_poor,2.275
GHA.5.5_1,GSAP2_po_1,13.48
GHA.5.5_1,GSAP2_po_2,39.06333333
GHA.5.5_1,GSAP2_poor,3.163333333
GHA.5.6_1,GSAP2_po_1,2.97
GHA.5.6_1,GSAP2_po_2,11.88
GHA.5.6_1,GSAP2_poor,0
GHA.6.10_1,GSAP2_po_1,80.58
GHA.6.10_1,GSAP2_po_2,92.46333333
GHA.6.10_1,GSAP2_poor,59.16
GHA.6.11_1,GSAP2_po_1,65.64
GHA.6.11_1,GSAP2_po_2,84.91
GHA.6.11_1,GSAP2_poor,39.46
GHA.6.12_1,GSAP2_po_1,68.8625
GHA.6.12_1,GSAP2_po_2,89.0825
GHA.6.12_1,GSAP2_poor,40.5075
GHA.6.13_1,GSAP2_po_1,65.64
GHA.6.13_1,GSAP2_po_2,84.91
GHA.6.13_1,GSAP2_poor,39.46
GHA.6.14_1,GSAP2_po_1,65.64
GHA.6.14_1,GSAP2_po_2,84.91
GHA.6.14_1,GSAP2_poor,39.46
GHA.6.15_1,GSAP2_po_1,71.21
GHA.6.15_1,GSAP2_po_2,87.81
GHA.6.15_1,GSAP2_poor,47.525
GHA.6.16_1,GSAP2_po_1,69.91333333
GHA.6.16_1,GSAP2_po_2,88.36333333
GHA.6.16_1,GSAP2_poor,45.25
GHA.6.17_1,GSAP2_po_1,65.64
GHA.6.17_1,GSAP2_po_2,84.91
GHA.6.17_1,GSAP2_poor,39.46
GHA.6.18_1,GSAP2_po_1,77.43
GHA.6.18_1,GSAP2_po_2,92.16666667
GHA.6.18_1,GSAP2_poor,53.71666667
GHA.6.1_1,GSAP2_po_1,53.79666667
GHA.6.1_1,GSAP2_po_2,80.16666667
GHA.6.1_1,GSAP2_poor,27.49
GHA.6.2_1,GSAP2_po_1,74.28
GHA.6.2_1,GSAP2_po_2,90.42
GHA.6.2_1,GSAP2_poor,50.15333333
GHA.6.3_1,GSAP2_po_1,50.03
GHA.6.3_1,GSAP2_po_2,75.9
GHA.6.3_1,GSAP2_poor,26.645
GHA.6.4_1,GSAP2_po_1,47.86333333
GHA.6.4_1,GSAP2_po_2,75.44
GHA.6.4_1,GSAP2_poor,23.27
GHA.6.5_1,GSAP2_po_1,66.48
GHA.6.5_1,GSAP2_po_2,87.19
GHA.6.5_1,GSAP2_poor,40.08
GHA.6.6_1,GSAP2_po_1,65.64
GHA.6.6_1,GSAP2_po_2,84.91
GHA.6.6_1,GSAP2_poor,39.46
GHA.6.7_1,GSAP2_po_1,65.64
GHA.6.7_1,GSAP2_po_2,84.91
GHA.6.7_1,GSAP2_poor,39.46
GHA.6.8_1,GSAP2_po_1,65.64
GHA.6.8_1,GSAP2_po_2,84.91
GHA.6.8_1,GSAP2_poor,39.46
GHA.6.9_1,GSAP2_po_1,63.2
GHA.6.9_1,GSAP2_po_2,85.14
GHA.6.9_1,GSAP2_poor,36.65
GHA.7.1_1,GSAP2_po_1,75.04
GHA.7.1_1,GSAP2_po_2,92.83333333
GHA.7.1_1,GSAP2_poor,48.11666667
GHA.7.2_1,GSAP2_po_1,66.96
GHA.7.2_1,GSAP2_po_2,88.84333333
GHA.7.2_1,GSAP2_poor,37.83666667
GHA.7.3_1,GSAP2_po_1,67.32
GHA.7.3_1,GSAP2_po_2,89.47
GHA.7.3_1,GSAP2_poor,40.7
GHA.7.4_1,GSAP2_po_1,70.37
GHA.7.4_1,GSAP2_po_2,92.17333333
GHA.7.4_1,GSAP2_poor,36.14
GHA.7.5_1,GSAP2_po_1,69.91333333
GHA.7.5_1,GSAP2_po_2,88.36333333
GHA.7.5_1,GSAP2_poor,45.25
GHA.7.6_1,GSAP2_po_1,78.6
GHA.7.6_1,GSAP2_po_2,93.175
GHA.7.6_1,GSAP2_poor,55.5
GHA.7.7_1,GSAP2_po_1,74.416
GHA.7.7_1,GSAP2_po_2,91.406
GHA.7.7_1,GSAP2_poor,42.974
GHA.7.8_1,GSAP2_po_1,66.48
GHA.7.8_1,GSAP2_po_2,87.19
GHA.7.8_1,GSAP2_poor,40.08
GHA.8.1_1,GSAP2_po_1,78.31666667
GHA.8.1_1,GSAP2_po_2,93.25333333
GHA.8.1_1,GSAP2_poor,46.04666667
GHA.8.2_1,GSAP2_po_1,74.24
GHA.8.2_1,GSAP2_po_2,91.36
GHA.8.2_1,GSAP2_poor,46.695
GHA.8.3_1,GSAP2_po_1,74.24
GHA.8.3_1,GSAP2_po_2,91.36
GHA.8.3_1,GSAP2_poor,46.695
GHA.8.4_1,GSAP2_po_1,76.85666667
GHA.8.4_1,GSAP2_po_2,92.40666667
GHA.8.4_1,GSAP2_poor,47.01333333
GHA.8.5_1,GSAP2_po_1,81.625
GHA.8.5_1,GSAP2_po_2,93.875
GHA.8.5_1,GSAP2_poor,50.17
GHA.8.6_1,GSAP2_po_1,71.21
GHA.8.6_1,GSAP2_po_2,87.81
GHA.8.6_1,GSAP2_poor,47.525
GHA.8.7_1,GSAP2_po_1,71.21
GHA.8.7_1,GSAP2_po_2,87.81
GHA.8.7_1,GSAP2_poor,47.525
GHA.8.8_1,GSAP2_po_1,74.24
GHA.8.8_1,GSAP2_po_2,91.36
GHA.8.8_1,GSAP2_poor,46.695
GHA.9.10_1,GSAP2_po_1,47.86333333
GHA.9.10_1,GSAP2_po_2,75.44
GHA.9.10_1,GSAP2_poor,23.27
GHA.9.11_1,GSAP2_po_1,38.975
GHA.9.11_1,GSAP2_po_2,70.705
GHA.9.11_1,GSAP2_poor,15.175
GHA.9.12_1,GSAP2_po_1,63.2
GHA.9.12_1,GSAP2_po_2,85.14
GHA.9.12_1,GSAP2_poor,36.65
GHA.9.13_1,GSAP2_po_1,21.54
GHA.9.13_1,GSAP2_po_2,46.27333333
GHA.9.13_1,GSAP2_poor,7.023333333
GHA.9.14_1,GSAP2_po_1,30.825
GHA.9.14_1,GSAP2_po_2,63.47
GHA.9.14_1,GSAP2_poor,10.535
GHA.9.15_1,GSAP2_po_1,23.25
GHA.9.15_1,GSAP2_po_2,43.2
GHA.9.15_1,GSAP2_poor,8.26
GHA.9.1_1,GSAP2_po_1,44.72666667
GHA.9.1_1,GSAP2_po_2,73.28333333
GHA.9.1_1,GSAP2_poor,19.16333333
GHA.9.2_1,GSAP2_po_1,58.03
GHA.9.2_1,GSAP2_po_2,83.715
GHA.9.2_1,GSAP2_poor,26.47
GHA.9.3_1,GSAP2_po_1,66.26
GHA.9.3_1,GSAP2_po_2,87.67666667
GHA.9.3_1,GSAP2_poor,36.7
GHA.9.4_1,GSAP2_po_1,63.125
GHA.9.4_1,GSAP2_po_2,85.06
GHA.9.4_1,GSAP2_poor,36.84
GHA.9.5_1,GSAP2_po_1,48.12333333
GHA.9.5_1,GSAP2_po_2,74.18
GHA.9.5_1,GSAP2_poor,26.07666667
GHA.9.6_1,GSAP2_po_1,68.89333333
GHA.9.6_1,GSAP2_po_2,88.70333333
GHA.9.6_1,GSAP2_poor,42.55
GHA.9.7_1,GSAP2_po_1,43.53
GHA.9.7_1,GSAP2_po_2,74.52
GHA.9.7_1,GSAP2_poor,16.52
GHA.9.8_1,GSAP2_po_1,43.53
GHA.9.8_1,GSAP2_po_2,74.52
GHA.9.8_1,GSAP2_poor,16.52
GHA.9.9_1,GSAP2_po_1,30.825
GHA.9.9_1,GSAP2_po_2,63.47
GHA.9.9_1,GSAP2_poor,10.535
GIN.1.1_1,GSAP2_po_1,64.13
GIN.1.1_1,GSAP2_po_2,92.85
GIN.1.1_1,GSAP2_poor,23.67
GIN.1.2_1,GSAP2_po_1,77.12
GIN.1.2_1,GSAP2_po_2,93.4175
GIN.1.2_1,GSAP2_poor,49.285
GIN.1.3_1,GSAP2_po_1,64.13
GIN.1.3_1,GSAP2_po_2,92.85
GIN.1.3_1,GSAP2_poor,23.67
GIN.1.4_1,GSAP2_po_1,72.2175
GIN.1.4_1,GSAP2_po_2,93.0225
GIN.1.4_1,GSAP2_poor,40.7425
GIN.1.5_1,GSAP2_po_1,81.742
GIN.1.5_1,GSAP2_po_2,95.372
GIN.1.5_1,GSAP2_poor,54.054
GIN.2.1_1,GSAP2_po_1,42.185
GIN.2.1_1,GSAP2_po_2,77.51
GIN.2.1_1,GSAP2_poor,12.67
GIN.3.1_1,GSAP2_po_1,61.00333333
GIN.3.1_1,GSAP2_po_2,89.71
GIN.3.1_1,GSAP2_poor,27.80333333
GIN.3.2_1,GSAP2_po_1,62.39
GIN.3.2_1,GSAP2_po_2,90.986
GIN.3.2_1,GSAP2_poor,27.598
GIN.3.3_1,GSAP2_po_1,69.63
GIN.3.3_1,GSAP2_po_2,92.408
GIN.3.3_1,GSAP2_poor,34.336
GIN.3.4_1,GSAP2_po_1,63.73333333
GIN.3.4_1,GSAP2_po_2,91.19666667
GIN.3.4_1,GSAP2_poor,27.57
GIN.4.1_1,GSAP2_po_1,66.825
GIN.4.1_1,GSAP2_po_2,90.9675
GIN.4.1_1,GSAP2_poor,33.3475
GIN.4.2_1,GSAP2_po_1,63.73333333
GIN.4.2_1,GSAP2_po_2,91.19666667
GIN.4.2_1,GSAP2_poor,27.57
GIN.4.3_1,GSAP2_po_1,59.215
GIN.4.3_1,GSAP2_po_2,89.415
GIN.4.3_1,GSAP2_poor,27.315
GIN.4.4_1,GSAP2_po_1,75.0825
GIN.4.4_1,GSAP2_po_2,92.62
GIN.4.4_1,GSAP2_poor,47.24
GIN.4.5_1,GSAP2_po_1,65.355
GIN.4.5_1,GSAP2_po_2,92.5825
GIN.4.5_1,GSAP2_poor,31.19
GIN.5.1_1,GSAP2_po_1,42.185
GIN.5.1_1,GSAP2_po_2,77.51
GIN.5.1_1,GSAP2_poor,12.67
GIN.5.2_1,GSAP2_po_1,48.92666667
GIN.5.2_1,GSAP2_po_2,82.35666667
GIN.5.2_1,GSAP2_poor,16.30333333
GIN.5.3_1,GSAP2_po_1,79.19
GIN.5.3_1,GSAP2_po_2,96.88666667
GIN.5.3_1,GSAP2_poor,36.39
GIN.5.4_1,GSAP2_po_1,72.80666667
GIN.5.4_1,GSAP2_po_2,94.05666667
GIN.5.4_1,GSAP2_poor,35.88333333
GIN.5.5_1,GSAP2_po_1,65.2775
GIN.5.5_1,GSAP2_po_2,91.6775
GIN.5.5_1,GSAP2_poor,28.175
GIN.6.1_1,GSAP2_po_1,64.47
GIN.6.1_1,GSAP2_po_2,92.9
GIN.6.1_1,GSAP2_poor,27.29
GIN.6.2_1,GSAP2_po_1,66.425
GIN.6.2_1,GSAP2_po_2,90.505
GIN.6.2_1,GSAP2_poor,32.68
GIN.6.3_1,GSAP2_po_1,65.2775
GIN.6.3_1,GSAP2_po_2,91.6775
GIN.6.3_1,GSAP2_poor,28.175
GIN.6.4_1,GSAP2_po_1,68.77
GIN.6.4_1,GSAP2_po_2,93.4275
GIN.6.4_1,GSAP2_poor,33.355
GIN.6.5_1,GSAP2_po_1,65.2175
GIN.6.5_1,GSAP2_po_2,92.4875
GIN.6.5_1,GSAP2_poor,29.2925
GIN.7.1_1,GSAP2_po_1,66.23333333
GIN.7.1_1,GSAP2_po_2,91.55333333
GIN.7.1_1,GSAP2_poor,29.71
GIN.7.2_1,GSAP2_po_1,74.40166667
GIN.7.2_1,GSAP2_po_2,94.14666667
GIN.7.2_1,GSAP2_poor,39.705
GIN.7.3_1,GSAP2_po_1,66.23333333
GIN.7.3_1,GSAP2_po_2,91.55333333
GIN.7.3_1,GSAP2_poor,29.71
GIN.8.1_1,GSAP2_po_1,67.3525
GIN.8.1_1,GSAP2_po_2,90.4475
GIN.8.1_1,GSAP2_poor,33.4
GIN.8.2_1,GSAP2_po_1,79.865
GIN.8.2_1,GSAP2_po_2,96.30333333
GIN.8.2_1,GSAP2_poor,44.71833333
GIN.8.3_1,GSAP2_po_1,73.655
GIN.8.3_1,GSAP2_po_2,91.9575
GIN.8.3_1,GSAP2_poor,40.7375
GIN.8.4_1,GSAP2_po_1,71.7
GIN.8.4_1,GSAP2_po_2,93.315
GIN.8.4_1,GSAP2_poor,36.72
GIN.8.5_1,GSAP2_po_1,82.505
GIN.8.5_1,GSAP2_po_2,96.945
GIN.8.5_1,GSAP2_poor,48.615
GIN.8.6_1,GSAP2_po_1,88.8775
GIN.8.6_1,GSAP2_po_2,98.2375
GIN.8.6_1,GSAP2_poor,58.07
GMB.1.1_1,GSAP2_po_1,4.94
GMB.1.1_1,GSAP2_po_2,36.135
GMB.1.1_1,GSAP2_poor,0.105
GMB.1.2_1,GSAP2_po_1,15.57
GMB.1.2_1,GSAP2_po_2,48.11666667
GMB.1.2_1,GSAP2_poor,2.976666667
GMB.2.1_1,GSAP2_po_1,58.76333333
GMB.2.1_1,GSAP2_po_2,88.53
GMB.2.1_1,GSAP2_poor,25.73666667
GMB.2.2_1,GSAP2_po_1,57.9925
GMB.2.2_1,GSAP2_po_2,88.1625
GMB.2.2_1,GSAP2_poor,25.265
GMB.2.3_1,GSAP2_po_1,58.76333333
GMB.2.3_1,GSAP2_po_2,88.53
GMB.2.3_1,GSAP2_poor,25.73666667
GMB.2.4_1,GSAP2_po_1,64.86
GMB.2.4_1,GSAP2_po_2,89.6
GMB.2.4_1,GSAP2_poor,33.695
GMB.2.5_1,GSAP2_po_1,64.86
GMB.2.5_1,GSAP2_po_2,89.6
GMB.2.5_1,GSAP2_poor,33.695
GMB.2.6_1,GSAP2_po_1,55.51666667
GMB.2.6_1,GSAP2_po_2,83.76
GMB.2.6_1,GSAP2_poor,25.37
GMB.3.10_1,GSAP2_po_1,67.41666667
GMB.3.10_1,GSAP2_po_2,92.52333333
GMB.3.10_1,GSAP2_poor,26.81333333
GMB.3.1_1,GSAP2_po_1,63.4075
GMB.3.1_1,GSAP2_po_2,89.4625
GMB.3.1_1,GSAP2_poor,29.1825
GMB.3.2_1,GSAP2_po_1,59.025
GMB.3.2_1,GSAP2_po_2,90.415
GMB.3.2_1,GSAP2_poor,17.345
GMB.3.3_1,GSAP2_po_1,64.206
GMB.3.3_1,GSAP2_po_2,91.292
GMB.3.3_1,GSAP2_poor,27.18
GMB.3.4_1,GSAP2_po_1,54.87333333
GMB.3.4_1,GSAP2_po_2,89.07333333
GMB.3.4_1,GSAP2_poor,14.83666667
GMB.3.5_1,GSAP2_po_1,62.2825
GMB.3.5_1,GSAP2_po_2,89.655
GMB.3.5_1,GSAP2_poor,28.3975
GMB.3.6_1,GSAP2_po_1,59.14
GMB.3.6_1,GSAP2_po_2,89.002
GMB.3.6_1,GSAP2_poor,24.682
GMB.3.7_1,GSAP2_po_1,70.9525
GMB.3.7_1,GSAP2_po_2,93.5575
GMB.3.7_1,GSAP2_poor,31.84
GMB.3.8_1,GSAP2_po_1,59.025
GMB.3.8_1,GSAP2_po_2,90.415
GMB.3.8_1,GSAP2_poor,17.345
GMB.3.9_1,GSAP2_po_1,61.63
GMB.3.9_1,GSAP2_po_2,89.475
GMB.3.9_1,GSAP2_poor,24.5475
GMB.4.1_1,GSAP2_po_1,46.57
GMB.4.1_1,GSAP2_po_2,86.39
GMB.4.1_1,GSAP2_poor,9.82
GMB.4.2_1,GSAP2_po_1,46.57
GMB.4.2_1,GSAP2_po_2,86.39
GMB.4.2_1,GSAP2_poor,9.82
GMB.4.3_1,GSAP2_po_1,46.57
GMB.4.3_1,GSAP2_po_2,86.39
GMB.4.3_1,GSAP2_poor,9.82
GMB.4.4_1,GSAP2_po_1,46.57
GMB.4.4_1,GSAP2_po_2,86.39
GMB.4.4_1,GSAP2_poor,9.82
GMB.4.5_1,GSAP2_po_1,55.848
GMB.4.5_1,GSAP2_po_2,88.18
GMB.4.5_1,GSAP2_poor,20.718
GMB.4.6_1,GSAP2_po_1,46.57
GMB.4.6_1,GSAP2_po_2,86.39
GMB.4.6_1,GSAP2_poor,9.82
GMB.5.1_1,GSAP2_po_1,63.3
GMB.5.1_1,GSAP2_po_2,88.49666667
GMB.5.1_1,GSAP2_poor,31.46
GMB.5.2_1,GSAP2_po_1,67.79
GMB.5.2_1,GSAP2_po_2,88.51
GMB.5.2_1,GSAP2_poor,41.02
GMB.5.3_1,GSAP2_po_1,61.63
GMB.5.3_1,GSAP2_po_2,89.475
GMB.5.3_1,GSAP2_poor,24.5475
GMB.5.4_1,GSAP2_po_1,72.38
GMB.5.4_1,GSAP2_po_2,91.22666667
GMB.5.4_1,GSAP2_poor,42.98666667
GMB.6.1_1,GSAP2_po_1,50.02333333
GMB.6.1_1,GSAP2_po_2,80.93666667
GMB.6.1_1,GSAP2_poor,23.07666667
GMB.6.2_1,GSAP2_po_1,50.02333333
GMB.6.2_1,GSAP2_po_2,80.93666667
GMB.6.2_1,GSAP2_poor,23.07666667
GMB.6.3_1,GSAP2_po_1,53.83
GMB.6.3_1,GSAP2_po_2,80.815
GMB.6.3_1,GSAP2_poor,27.895
GMB.6.4_1,GSAP2_po_1,55.51666667
GMB.6.4_1,GSAP2_po_2,83.76
GMB.6.4_1,GSAP2_poor,25.37
GMB.6.5_1,GSAP2_po_1,50.02333333
GMB.6.5_1,GSAP2_po_2,80.93666667
GMB.6.5_1,GSAP2_poor,23.07666667
GMB.6.6_1,GSAP2_po_1,53.83
GMB.6.6_1,GSAP2_po_2,80.815
GMB.6.6_1,GSAP2_poor,27.895
GMB.6.7_1,GSAP2_po_1,53.83
GMB.6.7_1,GSAP2_po_2,80.815
GMB.6.7_1,GSAP2_poor,27.895
GMB.6.8_1,GSAP2_po_1,20.95
GMB.6.8_1,GSAP2_po_2,56.675
GMB.6.8_1,GSAP2_poor,4.36
GMB.6.9_1,GSAP2_po_1,53.83
GMB.6.9_1,GSAP2_po_2,80.815
GMB.6.9_1,GSAP2_poor,27.895
GNB.1.1_1,GSAP2_po_1,90.955
GNB.1.1_1,GSAP2_po_2,96.4
GNB.1.1_1,GSAP2_poor,75.105
GNB.1.2_1,GSAP2_po_1,83.80666667
GNB.1.2_1,GSAP2_po_2,90.64
GNB.1.2_1,GSAP2_poor,70.11666667
GNB.1.3_1,GSAP2_po_1,88.385
GNB.1.3_1,GSAP2_po_2,95.6275
GNB.1.3_1,GSAP2_poor,71.6675
GNB.1.4_1,GSAP2_po_1,90.955
GNB.1.4_1,GSAP2_po_2,96.4
GNB.1.4_1,GSAP2_poor,75.105
GNB.1.5_1,GSAP2_po_1,86.265
GNB.1.5_1,GSAP2_po_2,95.11
GNB.1.5_1,GSAP2_poor,71.08
GNB.1.6_1,GSAP2_po_1,87.17
GNB.1.6_1,GSAP2_po_2,91.6975
GNB.1.6_1,GSAP2_poor,72.2875
GNB.2.1_1,GSAP2_po_1,74.515
GNB.2.1_1,GSAP2_po_2,87.95
GNB.2.1_1,GSAP2_poor,51.41
GNB.2.2_1,GSAP2_po_1,84.335
GNB.2.2_1,GSAP2_po_2,91.515
GNB.2.2_1,GSAP2_poor,67.275
GNB.2.3_1,GSAP2_po_1,77.33
GNB.2.3_1,GSAP2_po_2,89.66666667
GNB.2.3_1,GSAP2_poor,57.94
GNB.3.1_1,GSAP2_po_1,77.33
GNB.3.1_1,GSAP2_po_2,89.66666667
GNB.3.1_1,GSAP2_poor,57.94
GNB.4.1_1,GSAP2_po_1,65.25
GNB.4.1_1,GSAP2_po_2,81.97
GNB.4.1_1,GSAP2_poor,40.57
GNB.4.2_1,GSAP2_po_1,65.25
GNB.4.2_1,GSAP2_po_2,81.97
GNB.4.2_1,GSAP2_poor,40.57
GNB.4.3_1,GSAP2_po_1,65.25
GNB.4.3_1,GSAP2_po_2,81.97
GNB.4.3_1,GSAP2_poor,40.57
GNB.5.1_1,GSAP2_po_1,83.2075
GNB.5.1_1,GSAP2_po_2,94.515
GNB.5.1_1,GSAP2_poor,61.355
GNB.5.2_1,GSAP2_po_1,83.87666667
GNB.5.2_1,GSAP2_po_2,92.04333333
GNB.5.2_1,GSAP2_poor,68.51666667
GNB.5.3_1,GSAP2_po_1,91.73
GNB.5.3_1,GSAP2_po_2,97.39
GNB.5.3_1,GSAP2_poor,73.4
GNB.5.4_1,GSAP2_po_1,91.73
GNB.5.4_1,GSAP2_po_2,97.39
GNB.5.4_1,GSAP2_poor,73.4
GNB.5.5_1,GSAP2_po_1,84.335
GNB.5.5_1,GSAP2_po_2,91.515
GNB.5.5_1,GSAP2_poor,67.275
GNB.5.6_1,GSAP2_po_1,81.28
GNB.5.6_1,GSAP2_po_2,93.47
GNB.5.6_1,GSAP2_poor,60.235
GNB.6.1_1,GSAP2_po_1,80.87666667
GNB.6.1_1,GSAP2_po_2,93.34
GNB.6.1_1,GSAP2_poor,57.79
GNB.6.2_1,GSAP2_po_1,89.93
GNB.6.2_1,GSAP2_po_2,95.03
GNB.6.2_1,GSAP2_poor,73.65333333
GNB.6.3_1,GSAP2_po_1,77.375
GNB.6.3_1,GSAP2_po_2,93.865
GNB.6.3_1,GSAP2_poor,51.31
GNB.6.4_1,GSAP2_po_1,90.19333333
GNB.6.4_1,GSAP2_po_2,96.47
GNB.6.4_1,GSAP2_poor,71.89
GNB.6.5_1,GSAP2_po_1,90.955
GNB.6.5_1,GSAP2_po_2,96.4
GNB.6.5_1,GSAP2_poor,75.105
GNB.7.1_1,GSAP2_po_1,87.345
GNB.7.1_1,GSAP2_po_2,95.245
GNB.7.1_1,GSAP2_poor,72.2
GNB.7.2_1,GSAP2_po_1,88.048
GNB.7.2_1,GSAP2_po_2,96.448
GNB.7.2_1,GSAP2_poor,66.994
GNB.7.3_1,GSAP2_po_1,86.265
GNB.7.3_1,GSAP2_po_2,95.11
GNB.7.3_1,GSAP2_poor,71.08
GNB.7.4_1,GSAP2_po_1,86.265
GNB.7.4_1,GSAP2_po_2,95.11
GNB.7.4_1,GSAP2_poor,71.08
GNB.7.5_1,GSAP2_po_1,80.93
GNB.7.5_1,GSAP2_po_2,91.5975
GNB.7.5_1,GSAP2_poor,61.805
